unidad_academica,id_estudiante,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso,total_actividades
ESCINFO,ESCINFO-7632,PB,N,0.0,P,2017,12/10/2020,25
ESCINFO,ESCINFO-7549,PA,S,2.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-7772,PA,S,1.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-7925,PA,S,2.0,A,2015,04/08/2020,30
ESCINFO,ESCINFO-7209,PA,N,2.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-7597,PA,S,0.0,A,2015,04/09/2020,30
ESCINFO,ESCINFO-7971,PE,N,0.0,P,2020,02/04/2020,15
ESCINFO,ESCINFO-7584,PA,N,1.0,A,2015,04/09/2020,30
ESCINFO,ESCINFO-7633,PA,S,1.0,A,2015,12/10/2020,30
ESCINFO,ESCINFO-6990,PA,N,1.0,P,2015,04/12/2020,30
ESCINFO,ESCINFO-7475,PA,S,1.0,P,2015,12/02/2020,30
ESCINFO,ESCINFO-7354,PA,S,2.0,A,2015,04/12/2020,30
ESCINFO,ESCINFO-7970,PA,N,1.0,P,2015,04/12/2020,30
ESCINFO,ESCINFO-7695,PA,N,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-8154,PD,S,0.0,P,2019,04/12/2020,40
ESCINFO,ESCINFO-7911,PA,N,1.0,P,2015,02/01/2020,30
ESCINFO,ESCINFO-7886,PB,N,1.0,A,2017,18/12/2020,25
ESCINFO,ESCINFO-7835,PA,N,1.0,A,2015,17/12/2020,30
ESCINFO,ESCINFO-7814,PB,N,2.0,P,2017,16/12/2020,25
ESCINFO,ESCINFO-7738,PB,N,1.0,A,2017,14/12/2020,25
ESCINFO,ESCINFO-7505,PD,N,1.0,P,2019,12/03/2020,40
ESCINFO,ESCINFO-7832,PA,S,1.0,A,2015,17/12/2020,30
ESCINFO,ESCINFO-7610,PA,N,1.0,P,2015,12/09/2020,30
ESCINFO,ESCINFO-7434,PA,N,2.0,P,2015,12/01/2020,30
ESCINFO,ESCINFO-7516,PA,S,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-7567,PA,S,1.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-7614,PD,N,2.0,P,2019,12/09/2020,40
ESCINFO,ESCINFO-7675,PC,S,1.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-8002,PA,N,1.0,P,2015,02/05/2020,30
ESCINFO,ESCINFO-3793,PA,N,2.0,P,2015,02/12/2020,30
ESCINFO,ESCINFO-8047,PC,S,2.0,A,2019,02/09/2020,28
ESCINFO,ESCINFO-7706,PC,S,0.0,A,2019,14/12/2020,28
ESCINFO,ESCINFO-7756,PA,N,0.0,A,2015,15/12/2020,30
ESCINFO,ESCINFO-7743,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7727,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-6617,PA,N,2.0,A,2015,19/04/2020,30
ESCINFO,ESCINFO-7563,PC,N,1.0,P,2019,12/04/2020,28
ESCINFO,ESCINFO-7926,PA,N,2.0,P,2015,02/02/2020,30
ESCINFO,ESCINFO-6371,PA,S,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-6575,PA,N,2.0,A,2015,02/08/2020,30
ESCINFO,ESCINFO-8114,PC,S,1.0,A,2019,22/02/2020,28
ESCINFO,ESCINFO-7653,PA,S,0.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-7887,PA,N,1.0,A,2015,18/12/2020,30
ESCINFO,ESCINFO-7371,PA,S,1.0,A,2015,19/04/2020,30
ESCINFO,ESCINFO-7596,PC,N,2.0,P,2019,12/09/2020,28
ESCINFO,ESCINFO-7658,PA,N,2.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-7435,PE,S,2.0,A,2020,12/01/2020,15
ESCINFO,ESCINFO-7678,PC,N,1.0,P,2019,20/04/2020,28
ESCINFO,ESCINFO-7585,PB,N,2.0,A,2017,12/07/2020,25
ESCINFO,ESCINFO-7431,PC,S,1.0,A,2019,12/01/2020,28
ESCINFO,ESCINFO-7933,PB,N,1.0,P,2017,02/02/2020,25
ESCINFO,ESCINFO-7546,PB,S,0.0,A,2017,12/04/2020,25
ESCINFO,ESCINFO-7422,PE,N,1.0,P,2020,12/01/2020,15
ESCINFO,ESCINFO-7445,PC,S,1.0,A,2019,12/01/2020,28
ESCINFO,ESCINFO-7964,PB,N,1.0,A,2017,02/03/2020,25
ESCINFO,ESCINFO-7488,PA,N,0.0,P,2015,12/03/2020,30
ESCINFO,ESCINFO-7903,PA,S,1.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-7510,PB,N,0.0,A,2017,12/03/2020,25
ESCINFO,ESCINFO-7556,PA,N,1.0,P,2015,20/04/2020,30
ESCINFO,ESCINFO-8101,PA,N,1.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-7875,PB,S,0.0,P,2017,18/12/2020,25
ESCINFO,ESCINFO-7626,PC,S,1.0,A,2019,12/10/2020,28
ESCINFO,ESCINFO-7595,PC,N,0.0,P,2019,12/09/2020,28
ESCINFO,ESCINFO-7607,PA,N,0.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-7388,PB,S,1.0,A,2017,30/11/2020,25
ESCINFO,ESCINFO-7586,PD,S,1.0,A,2019,12/07/2020,40
ESCINFO,ESCINFO-7697,PA,S,1.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-7830,PB,N,1.0,P,2017,17/12/2020,25
ESCINFO,ESCINFO-7338,PA,S,1.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-8085,PA,S,1.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-8072,PD,N,1.0,A,2019,20/04/2020,40
ESCINFO,ESCINFO-5103,PA,S,2.0,P,2015,03/09/2016,30
ESCINFO,ESCINFO-5883,PB,N,0.0,P,2017,12/03/2020,25
ESCINFO,ESCINFO-6150,PB,N,1.0,A,2017,13/12/2020,25
ESCINFO,ESCINFO-4194,PB,N,2.0,A,2017,03/04/2020,25
ESCINFO,ESCINFO-5025,PB,S,0.0,A,2017,03/05/2020,25
ESCINFO,ESCINFO-5435,PB,S,0.0,P,2017,17/04/2020,25
ESCINFO,ESCINFO-5570,PB,S,0.0,A,2017,22/04/2020,25
ESCINFO,ESCINFO-5730,PC,S,0.0,A,2019,02/05/2020,28
ESCINFO,ESCINFO-4305,PC,S,2.0,A,2019,14/03/2020,28
ESCINFO,ESCINFO-2309,PC,S,1.0,A,2019,26/03/2020,28
ESCINFO,ESCINFO-5237,PD,S,1.0,P,2019,20/04/2020,40
ESCINFO,ESCINFO-6461,PD,S,2.0,A,2019,14/04/2020,40
ESCINFO,ESCINFO-6218,PD,S,0.0,A,2019,14/04/2020,40
ESCINFO,ESCINFO-6465,PD,S,1.0,P,2019,14/04/2020,40
ESCINFO,ESCINFO-6473,PD,N,1.0,P,2019,15/04/2020,40
ESCINFO,ESCINFO-6474,PD,S,0.0,A,2019,15/04/2020,40
ESCINFO,ESCINFO-6456,PD,S,1.0,A,2019,18/04/2020,40
ESCINFO,ESCINFO-6484,PD,N,1.0,P,2019,21/04/2020,40
ESCINFO,ESCINFO-428,PE,S,0.0,A,2020,20/04/2020,15
ESCINFO,ESCINFO-5200,PE,N,1.0,P,2020,05/12/2020,15
ESCINFO,ESCINFO-4157,PE,S,1.0,A,2020,28/03/2020,15
ESCINFO,ESCINFO-6022,PE,N,1.0,A,2020,12/07/2020,15
ESCINFO,ESCINFO-6230,PE,N,2.0,P,2020,14/12/2020,15
ESCINFO,ESCINFO-6354,PE,N,2.0,A,2020,02/06/2020,15
ESCINFO,ESCINFO-6378,PE,N,1.0,P,2020,02/07/2020,15
ESCINFO,ESCINFO-3367,PE,S,2.0,A,2020,03/06/2020,15
ESCINFO,ESCINFO-2439,PE,S,1.0,A,2020,03/12/2020,15
ESCINFO,ESCINFO-3180,PE,S,1.0,A,2020,26/03/2020,15
ESCINFO,ESCINFO-6011,PE,N,1.0,A,2020,04/01/2020,15
ESCINFO,ESCINFO-5413,PA,N,1.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-6167,PA,N,1.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-5394,PA,N,1.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-6165,PA,S,2.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-6384,PA,N,1.0,P,2015,02/08/2020,30
ESCINFO,ESCINFO-5825,PA,S,1.0,P,2015,23/04/2020,30
ESCINFO,ESCINFO-6225,PA,S,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-5517,PA,N,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-5932,PA,S,2.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-6047,PA,S,2.0,P,2015,12/11/2020,30
ESCINFO,ESCINFO-6060,PA,N,0.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-6340,PA,N,0.0,P,2015,22/04/2020,30
ESCINFO,ESCINFO-3730,PA,S,0.0,P,2015,19/12/2018,30
ESCINFO,ESCINFO-5001,PA,N,0.0,P,2015,27/04/2020,30
ESCINFO,ESCINFO-6204,PA,N,1.0,A,2015,23/04/2020,30
ESCINFO,ESCINFO-6266,PA,S,1.0,A,2015,17/12/2020,30
ESCINFO,ESCINFO-6374,PA,S,2.0,A,2015,02/07/2020,30
ESCINFO,ESCINFO-1939,PA,N,1.0,P,2015,19/02/2020,30
ESCINFO,ESCINFO-4870,PA,S,2.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-5785,PA,N,2.0,P,2015,13/04/2020,30
ESCINFO,ESCINFO-6120,PA,N,0.0,A,2015,18/04/2020,30
ESCINFO,ESCINFO-4990,PA,S,2.0,A,2015,26/04/2020,30
ESCINFO,ESCINFO-6331,PA,S,1.0,A,2015,02/04/2020,30
ESCINFO,ESCINFO-5988,PA,N,1.0,A,2015,12/07/2020,30
ESCINFO,ESCINFO-6430,PA,N,1.0,A,2015,17/04/2020,30
ESCINFO,ESCINFO-5501,PA,N,1.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-6426,PA,N,1.0,P,2015,29/02/2020,30
ESCINFO,ESCINFO-5216,PA,N,0.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-5848,PA,N,0.0,A,2015,29/11/2020,30
ESCINFO,ESCINFO-5614,PA,N,1.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-5843,PA,N,2.0,P,2015,28/11/2020,30
ESCINFO,ESCINFO-6398,PA,S,1.0,A,2015,02/11/2020,30
ESCINFO,ESCINFO-5389,PA,N,0.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-6037,PA,S,1.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-5835,PA,S,2.0,A,2015,18/04/2020,30
ESCINFO,ESCINFO-1181,PA,N,2.0,P,2015,05/11/2018,30
ESCINFO,ESCINFO-3578,PA,N,2.0,P,2015,27/02/2020,30
ESCINFO,ESCINFO-4424,PA,N,2.0,P,2015,03/01/2020,30
ESCINFO,ESCINFO-5933,PA,N,1.0,P,2015,04/10/2020,30
ESCINFO,ESCINFO-5770,PA,N,0.0,P,2015,21/03/2020,30
ESCINFO,ESCINFO-5803,PA,S,1.0,A,2015,05/02/2020,30
ESCINFO,ESCINFO-6221,PA,S,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-5405,PA,N,1.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-5888,PA,S,2.0,P,2015,12/03/2020,30
ESCINFO,ESCINFO-6480,PA,N,0.0,A,2015,18/04/2020,30
ESCINFO,ESCINFO-5292,PA,N,1.0,P,2015,12/07/2020,30
ESCINFO,ESCINFO-5404,PA,S,1.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-6428,PA,N,1.0,P,2015,03/05/2020,30
ESCINFO,ESCINFO-6431,PA,N,1.0,P,2015,25/03/2020,30
ESCINFO,ESCINFO-5281,PA,S,1.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-4951,PA,N,1.0,P,2015,03/05/2020,30
ESCINFO,ESCINFO-4690,PA,N,1.0,P,2015,24/04/2020,30
ESCINFO,ESCINFO-6277,PA,S,1.0,A,2015,18/12/2020,30
ESCINFO,ESCINFO-6376,PA,S,1.0,A,2015,18/04/2020,30
ESCINFO,ESCINFO-4303,PA,S,1.0,A,2015,17/05/2020,30
ESCINFO,ESCINFO-5804,PA,S,1.0,A,2015,05/07/2020,30
ESCINFO,ESCINFO-5624,PA,S,1.0,A,2015,04/12/2020,30
ESCINFO,ESCINFO-5485,PA,S,0.0,A,2015,17/04/2020,30
ESCINFO,ESCINFO-5659,PA,S,0.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-5391,PA,N,1.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-5398,PA,S,2.0,A,2015,23/04/2020,30
ESCINFO,ESCINFO-5451,PA,S,1.0,P,2015,23/04/2020,30
ESCINFO,ESCINFO-5832,PA,S,1.0,A,2015,28/11/2020,30
ESCINFO,ESCINFO-5907,PA,N,2.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-5963,PA,S,2.0,P,2015,12/06/2020,30
ESCINFO,ESCINFO-5992,PA,N,0.0,A,2015,12/07/2020,30
ESCINFO,ESCINFO-6099,PA,S,1.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-6206,PA,S,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-4173,PA,N,0.0,P,2015,03/05/2020,30
ESCINFO,ESCINFO-6444,PA,S,1.0,A,2015,04/01/2020,30
ESCINFO,ESCINFO-6445,PA,S,0.0,A,2015,04/03/2020,30
ESCINFO,ESCINFO-8007,PA,S,1.0,A,2015,02/05/2020,30
ESCINFO,ESCINFO-7731,PB,S,2.0,P,2017,14/12/2020,25
ESCINFO,ESCINFO-7663,PC,N,1.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-7941,PB,S,2.0,A,2017,02/02/2020,25
ESCINFO,ESCINFO-7423,PB,S,2.0,A,2017,12/01/2020,25
ESCINFO,ESCINFO-7974,PA,S,0.0,A,2015,02/04/2020,30
ESCINFO,ESCINFO-7960,PC,N,1.0,A,2019,02/03/2020,28
ESCINFO,ESCINFO-8155,PA,N,1.0,P,2015,21/04/2020,30
ESCINFO,ESCINFO-8018,PA,N,1.0,P,2015,21/04/2020,30
ESCINFO,ESCINFO-7915,PB,N,0.0,A,2017,02/01/2020,25
ESCINFO,ESCINFO-7612,PC,N,1.0,P,2019,12/09/2020,28
ESCINFO,ESCINFO-7605,PB,S,1.0,A,2017,12/09/2020,25
ESCINFO,ESCINFO-7844,PE,S,1.0,A,2020,17/12/2020,15
ESCINFO,ESCINFO-7645,PB,N,1.0,P,2017,12/11/2020,25
ESCINFO,ESCINFO-7975,PA,S,0.0,A,2015,22/04/2020,30
ESCINFO,ESCINFO-7583,PD,N,0.0,A,2019,12/07/2020,40
ESCINFO,ESCINFO-7654,PC,S,0.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-6822,PA,S,1.0,P,2015,23/04/2020,30
ESCINFO,ESCINFO-7694,PB,S,1.0,P,2017,14/12/2020,25
ESCINFO,ESCINFO-7107,PA,N,1.0,P,2015,19/04/2020,30
ESCINFO,ESCINFO-7760,PA,S,1.0,A,2015,15/12/2020,30
ESCINFO,ESCINFO-7900,PA,S,2.0,A,2015,18/12/2020,30
ESCINFO,ESCINFO-7551,PA,N,0.0,A,2015,26/04/2020,30
ESCINFO,ESCINFO-7671,PA,S,0.0,P,2015,26/04/2020,30
ESCINFO,ESCINFO-7599,PA,S,2.0,A,2015,26/04/2020,30
ESCINFO,ESCINFO-7973,PB,S,0.0,A,2017,02/04/2020,25
ESCINFO,ESCINFO-8029,PB,N,1.0,A,2017,02/08/2020,25
ESCINFO,ESCINFO-8025,PB,N,1.0,P,2017,02/08/2020,25
ESCINFO,ESCINFO-8010,PA,N,0.0,A,2015,28/04/2020,30
ESCINFO,ESCINFO-6005,PC,N,1.0,A,2019,12/07/2020,28
ESCINFO,ESCINFO-8126,PA,N,2.0,A,2015,03/12/2020,30
ESCINFO,ESCINFO-7025,PA,S,0.0,P,2015,02/04/2020,30
ESCINFO,ESCINFO-7558,PA,N,1.0,A,2015,30/04/2020,30
ESCINFO,ESCINFO-7924,PA,N,1.0,P,2015,30/04/2020,30
ESCINFO,ESCINFO-7976,PA,S,1.0,A,2015,05/03/2020,30
ESCINFO,ESCINFO-7544,PB,N,1.0,A,2017,12/04/2020,25
ESCINFO,ESCINFO-7757,PC,S,2.0,P,2019,15/12/2020,28
ESCINFO,ESCINFO-5706,PB,N,2.0,P,2017,17/04/2020,25
ESCINFO,ESCINFO-7951,PB,N,2.0,P,2017,02/03/2020,25
ESCINFO,ESCINFO-6035,PB,N,1.0,P,2017,12/11/2020,25
ESCINFO,ESCINFO-5787,PA,S,2.0,A,2015,13/04/2020,30
ESCINFO,ESCINFO-6159,PA,S,1.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-8090,PE,S,2.0,A,2020,02/11/2020,15
ESCINFO,ESCINFO-7939,PA,N,1.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-5696,PA,S,2.0,A,2015,05/02/2020,30
ESCINFO,ESCINFO-5519,PA,N,1.0,A,2015,30/04/2020,30
ESCINFO,ESCINFO-5076,PA,S,2.0,A,2015,27/04/2020,30
ESCINFO,ESCINFO-5596,PA,N,1.0,P,2015,15/05/2020,30
ESCINFO,ESCINFO-6232,PA,S,1.0,A,2015,18/04/2020,30
ESCINFO,ESCINFO-6082,PE,S,0.0,A,2020,12/12/2020,15
ESCINFO,ESCINFO-5735,PA,N,2.0,P,2015,02/05/2020,30
ESCINFO,ESCINFO-8026,PA,N,1.0,P,2015,02/08/2020,30
ESCINFO,ESCINFO-4250,PA,S,1.0,A,2015,04/04/2020,30
ESCINFO,ESCINFO-5736,PA,N,1.0,A,2015,15/04/2020,30
ESCINFO,ESCINFO-4867,PA,S,2.0,A,2015,20/04/2020,30
ESCINFO,ESCINFO-7160,PE,S,2.0,P,2020,09/08/2020,15
ESCINFO,ESCINFO-3036,PA,N,0.0,A,2015,03/04/2018,30
ESCINFO,ESCINFO-8159,PB,N,2.0,A,2017,29/10/2020,25
ESCINFO,ESCINFO-4687,PB,N,0.0,P,2017,20/04/2020,25
ESCINFO,ESCINFO-8160,PE,S,1.0,A,2020,12/01/2020,15
ESCINFO,ESCINFO-8161,PE,N,1.0,A,2020,12/01/2020,15
ESCINFO,ESCINFO-1165,PA,S,1.0,P,2015,05/11/2018,30
ESCINFO,ESCINFO-1736,PC,S,1.0,A,2019,02/04/2020,28
ESCINFO,ESCINFO-1432,PC,N,1.0,A,2019,02/08/2020,28
ESCINFO,ESCINFO-7478,PA,S,1.0,A,2015,14/02/2020,30
ESCINFO,ESCINFO-1647,PC,S,0.0,A,2019,17/12/2020,28
ESCINFO,ESCINFO-7800,PB,S,1.0,A,2017,18/02/2020,25
ESCINFO,ESCINFO-4521,PA,S,1.0,A,2015,21/02/2020,30
ESCINFO,ESCINFO-3958,PE,N,1.0,P,2020,23/02/2020,15
ESCINFO,ESCINFO-7398,PA,N,0.0,P,2015,24/02/2020,30
ESCINFO,ESCINFO-7324,PD,S,0.0,A,2019,25/02/2020,40
ESCINFO,ESCINFO-6809,PE,S,2.0,A,2020,28/02/2020,15
ESCINFO,ESCINFO-1554,PC,S,1.0,A,2019,28/02/2020,28
ESCINFO,ESCINFO-4815,PA,S,2.0,A,2015,28/02/2020,30
ESCINFO,ESCINFO-1236,PA,N,0.0,P,2015,28/02/2020,30
ESCINFO,ESCINFO-4964,PB,S,0.0,A,2017,28/02/2020,25
ESCINFO,ESCINFO-6027,PA,S,0.0,P,2015,28/02/2020,30
ESCINFO,ESCINFO-5908,PE,S,1.0,A,2020,03/01/2020,15
ESCINFO,ESCINFO-6622,PE,N,0.0,P,2020,03/03/2020,15
ESCINFO,ESCINFO-4902,PE,N,1.0,A,2020,03/03/2020,15
ESCINFO,ESCINFO-1720,PA,N,2.0,A,2015,03/03/2020,30
ESCINFO,ESCINFO-4365,PC,N,0.0,P,2019,03/03/2020,28
ESCINFO,ESCINFO-6264,PD,S,1.0,A,2019,03/03/2020,40
ESCINFO,ESCINFO-5159,PE,N,0.0,P,2020,03/03/2020,15
ESCINFO,ESCINFO-2334,PB,N,1.0,P,2017,03/03/2020,25
ESCINFO,ESCINFO-7643,PA,N,1.0,A,2015,03/09/2020,30
ESCINFO,ESCINFO-6446,PD,S,1.0,P,2019,03/10/2020,40
ESCINFO,ESCINFO-4402,PA,N,0.0,P,2015,03/10/2020,30
ESCINFO,ESCINFO-6021,PA,S,1.0,A,2015,03/10/2020,30
ESCINFO,ESCINFO-6336,PA,S,0.0,A,2015,03/10/2020,30
ESCINFO,ESCINFO-5381,PD,S,1.0,A,2019,03/11/2020,40
ESCINFO,ESCINFO-5830,PC,S,1.0,A,2019,03/11/2020,28
ESCINFO,ESCINFO-4622,PD,N,2.0,A,2019,21/04/2020,40
ESCINFO,ESCINFO-8869,PA,N,1.0,P,2015,14/03/2020,30
ESCINFO,ESCINFO-7629,PB,S,1.0,A,2017,21/12/2020,25
ESCINFO,ESCINFO-8366,PA,S,1.0,A,2015,12/07/2020,30
ESCINFO,ESCINFO-7864,PC,S,2.0,A,2019,12/02/2020,28
ESCINFO,ESCINFO-7955,PA,S,0.0,A,2015,21/12/2020,30
ESCINFO,ESCINFO-5213,PA,N,2.0,P,2015,14/03/2020,30
ESCINFO,ESCINFO-8576,PA,N,1.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-8870,PB,S,0.0,A,2017,14/03/2020,25
ESCINFO,ESCINFO-8871,PD,S,0.0,A,2019,14/03/2020,40
ESCINFO,ESCINFO-8872,PA,S,2.0,A,2015,14/03/2020,30
ESCINFO,ESCINFO-6891,PD,S,0.0,A,2019,12/10/2020,40
ESCINFO,ESCINFO-5633,PE,S,1.0,A,2020,15/03/2020,15
ESCINFO,ESCINFO-8873,PD,S,2.0,A,2019,15/03/2020,40
ESCINFO,ESCINFO-8874,PB,S,1.0,A,2017,15/03/2020,25
ESCINFO,ESCINFO-7785,PA,N,2.0,A,2015,12/07/2020,30
ESCINFO,ESCINFO-4379,PA,N,1.0,P,2015,15/03/2020,30
ESCINFO,ESCINFO-8377,PD,S,2.0,A,2019,12/07/2020,40
ESCINFO,ESCINFO-8493,PD,N,0.0,P,2019,13/12/2020,40
ESCINFO,ESCINFO-8875,PC,N,2.0,A,2019,15/03/2020,28
ESCINFO,ESCINFO-8494,PA,S,1.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-8497,PA,S,1.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-8257,PA,S,0.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-8157,PD,N,2.0,A,2019,15/03/2020,40
ESCINFO,ESCINFO-8876,PE,S,1.0,A,2020,15/03/2020,15
ESCINFO,ESCINFO-7604,PA,S,2.0,P,2015,12/03/2020,30
ESCINFO,ESCINFO-5262,PA,S,1.0,A,2015,16/03/2020,30
ESCINFO,ESCINFO-5652,PA,N,1.0,A,2015,16/03/2020,30
ESCINFO,ESCINFO-2614,PA,S,1.0,P,2015,16/03/2020,30
ESCINFO,ESCINFO-8877,PA,S,1.0,A,2015,16/03/2020,30
ESCINFO,ESCINFO-8782,PB,S,1.0,A,2017,02/04/2020,25
ESCINFO,ESCINFO-4877,PE,S,1.0,A,2020,16/03/2020,15
ESCINFO,ESCINFO-5430,PE,N,2.0,A,2020,16/03/2020,15
ESCINFO,ESCINFO-8878,PB,S,2.0,P,2017,16/03/2020,25
ESCINFO,ESCINFO-8669,PA,N,2.0,P,2015,22/12/2020,30
ESCINFO,ESCINFO-8612,PD,N,1.0,A,2019,17/12/2020,40
ESCINFO,ESCINFO-5689,PA,S,0.0,P,2015,17/03/2020,30
ESCINFO,ESCINFO-8484,PB,S,2.0,A,2017,12/10/2020,25
ESCINFO,ESCINFO-7034,PA,S,1.0,P,2015,02/07/2020,30
ESCINFO,ESCINFO-7580,PB,S,1.0,A,2017,21/03/2020,25
ESCINFO,ESCINFO-8813,PA,S,1.0,A,2015,21/03/2020,30
ESCINFO,ESCINFO-8826,PA,S,0.0,A,2015,02/07/2020,30
ESCINFO,ESCINFO-4149,PA,N,2.0,P,2015,21/03/2020,30
ESCINFO,ESCINFO-8879,PA,N,1.0,P,2015,21/03/2020,30
ESCINFO,ESCINFO-4772,PD,S,0.0,P,2019,22/03/2020,40
ESCINFO,ESCINFO-5439,PA,S,1.0,A,2015,22/03/2020,30
ESCINFO,ESCINFO-8079,PC,S,1.0,A,2019,12/06/2020,28
ESCINFO,ESCINFO-8327,PA,S,0.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-8325,PA,S,0.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-8740,PD,S,1.0,A,2019,02/02/2020,40
ESCINFO,ESCINFO-8349,PD,N,1.0,A,2019,12/06/2020,40
ESCINFO,ESCINFO-7838,PD,S,2.0,P,2019,12/07/2020,40
ESCINFO,ESCINFO-8298,PE,S,2.0,A,2020,12/03/2020,15
ESCINFO,ESCINFO-2150,PA,N,0.0,A,2015,28/03/2020,30
ESCINFO,ESCINFO-7530,PA,S,2.0,A,2015,27/12/2020,30
ESCINFO,ESCINFO-8771,PA,S,0.0,A,2015,02/04/2020,30
ESCINFO,ESCINFO-8770,PA,S,2.0,A,2015,02/04/2020,30
ESCINFO,ESCINFO-8816,PC,S,1.0,A,2019,02/07/2020,28
ESCINFO,ESCINFO-8593,PA,N,1.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-8350,PA,S,0.0,P,2015,12/06/2020,30
ESCINFO,ESCINFO-8273,PA,S,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-8440,PD,S,0.0,A,2019,12/09/2020,40
ESCINFO,ESCINFO-7866,PC,S,1.0,A,2019,12/06/2020,28
ESCINFO,ESCINFO-8880,PA,N,1.0,A,2015,29/03/2020,30
ESCINFO,ESCINFO-8060,PA,N,1.0,P,2015,29/03/2020,30
ESCINFO,ESCINFO-6269,PD,S,2.0,A,2019,30/03/2020,40
ESCINFO,ESCINFO-8296,PA,S,2.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-8584,PA,N,2.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-8881,PA,N,1.0,A,2015,30/03/2020,30
ESCINFO,ESCINFO-8331,PA,S,0.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-8168,PA,S,0.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-8417,PA,N,1.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-8882,PD,N,2.0,P,2019,04/01/2020,40
ESCINFO,ESCINFO-8849,PC,N,1.0,P,2019,14/02/2020,28
ESCINFO,ESCINFO-8170,PC,S,1.0,P,2019,12/01/2020,28
ESCINFO,ESCINFO-8410,PC,S,2.0,A,2019,12/09/2020,28
ESCINFO,ESCINFO-8511,PD,S,0.0,P,2019,14/12/2020,40
ESCINFO,ESCINFO-8502,PA,S,2.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-8412,PA,S,2.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-8302,PB,S,1.0,A,2017,12/06/2020,25
ESCINFO,ESCINFO-8425,PC,S,1.0,A,2019,12/09/2020,28
ESCINFO,ESCINFO-8883,PA,N,2.0,A,2015,04/01/2020,30
ESCINFO,ESCINFO-6164,PA,S,0.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-8426,PE,N,0.0,A,2020,12/09/2020,15
ESCINFO,ESCINFO-8245,PA,S,1.0,A,2015,12/02/2020,30
