,carrera,regular,cnt_readmisiones,calidad,estado_civil,sexo,sit_laboral,tipo_residencia,modalidad_cursa,distancia_sede,actividades_u12m,edad,inactividad,avance_carrera
1258,PC,N,1.0,P,1.0,1,NC,-1.0,D,-1,0,20,1,0.10714285714285714
1259,PC,N,2.0,P,1.0,2,NC,-1.0,D,-1,0,19,1,0.10714285714285714
1260,PA,S,1.0,P,1.0,2,NC,-1.0,D,-1,0,20,1,0.06666666666666667
1261,PA,S,2.0,A,1.0,1,NC,-1.0,H,-1,4,18,0,0.3333333333333333
1262,PA,N,0.0,A,1.0,1,NC,1.0,P,3,2,18,0,0.13333333333333333
1263,PA,N,2.0,P,1.0,2,NC,2.0,D,1,2,18,0,0.2
1264,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,4,19,2,0.36666666666666664
1265,PB,S,1.0,A,1.0,1,NC,-1.0,H,-1,6,20,1,0.36
1266,PC,S,2.0,P,1.0,1,NC,-1.0,H,-1,1,21,1,0.10714285714285714
1267,PD,S,0.0,A,1.0,2,NC,-1.0,H,-1,6,21,2,0.3
1268,PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.26666666666666666
1269,PB,S,1.0,P,1.0,2,NC,-1.0,P,-1,0,19,2,0.16
1270,PA,S,1.0,P,1.0,1,NC,-1.0,H,-1,1,20,2,0.23333333333333334
1271,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,5,18,0,0.36666666666666664
1272,PA,S,0.0,A,1.0,2,NC,-1.0,P,-1,7,18,0,0.43333333333333335
1273,PE,N,2.0,A,1.0,2,NC,-1.0,P,-1,2,20,2,0.26666666666666666
1274,PD,S,1.0,P,1.0,2,NC,-1.0,P,-1,1,18,0,0.2
1275,PC,N,2.0,P,1.0,2,NC,-1.0,P,-1,1,20,1,0.21428571428571427
1276,PC,S,2.0,P,1.0,2,NC,-1.0,P,-1,0,20,2,0.03571428571428571
1277,PA,N,2.0,P,1.0,1,NC,-1.0,D,-1,1,21,1,0.26666666666666666
1278,PA,S,0.0,A,1.0,2,NC,-1.0,P,-1,3,18,0,0.3
1279,PA,N,0.0,A,1.0,2,NC,-1.0,P,-1,3,21,2,0.23333333333333334
1280,PB,S,2.0,P,1.0,2,NC,-1.0,P,-1,0,19,2,0.28
1281,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,2,19,1,0.13333333333333333
1282,PD,N,0.0,P,1.0,1,NC,-1.0,H,3,1,18,0,0.1
1283,PE,N,1.0,P,1.0,2,NC,1.0,D,-1,0,18,0,0.13333333333333333
1284,PE,S,2.0,A,1.0,1,NC,-1.0,H,3,1,20,1,0.13333333333333333
1285,PD,S,0.0,A,1.0,2,NC,-1.0,H,-1,3,21,1,0.175
1286,PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,5,18,0,0.26666666666666666
1287,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,7,20,1,0.4666666666666667
1288,PC,N,1.0,P,1.0,1,NC,-1.0,P,-1,1,21,1,0.2857142857142857
1289,PE,S,1.0,P,1.0,1,NC,4.0,H,1,0,19,2,0.06666666666666667
1290,PA,S,1.0,P,1.0,2,NC,-1.0,H,-1,1,20,1,0.2
1291,PA,S,2.0,A,1.0,1,NC,3.0,D,3,3,21,2,0.16666666666666666
1292,PA,S,1.0,A,6.0,1,NC,-1.0,D,-1,5,19,1,0.3333333333333333
1293,PD,N,0.0,A,1.0,2,NC,-1.0,D,-1,7,18,0,0.45
1294,PA,S,1.0,P,1.0,2,NC,-1.0,D,-1,1,21,1,0.23333333333333334
1295,PD,N,0.0,A,1.0,2,NC,-1.0,D,-1,5,21,2,0.25
1296,PB,S,2.0,A,1.0,1,NC,1.0,P,2,1,21,1,0.16
1297,PB,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,20,1,0.24
1298,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,1,19,2,0.12
1299,PA,S,0.0,P,1.0,2,NC,-1.0,P,-1,1,18,0,0.16666666666666666
1300,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,4,20,1,0.3333333333333333
1301,PB,S,2.0,A,1.0,1,NC,-1.0,P,-1,2,19,2,0.2
1302,PA,S,1.0,A,1.0,2,NC,-1.0,D,-1,3,20,2,0.3
1303,PD,S,0.0,P,1.0,2,NC,-1.0,P,-1,1,21,2,0.15
1304,PD,N,2.0,P,1.0,2,NC,-1.0,H,-1,1,21,1,0.125
1305,PC,N,1.0,A,1.0,2,NC,-1.0,H,-1,2,20,1,0.14285714285714285
1306,PA,N,0.0,P,1.0,1,NC,-1.0,D,-1,0,20,1,0.06666666666666667
1307,PC,N,2.0,A,1.0,1,NC,-1.0,P,-1,2,19,1,0.10714285714285714
1308,PD,S,0.0,A,1.0,1,NC,4.0,H,3,8,19,2,0.3
1309,PB,S,1.0,A,1.0,2,NC,-1.0,P,-1,6,20,1,0.36
1310,PB,N,2.0,P,1.0,2,N,1.0,D,3,1,21,2,0.32
1311,PA,S,2.0,A,1.0,1,NC,-1.0,D,-1,4,21,2,0.23333333333333334
1312,PC,N,1.0,P,1.0,1,NC,-1.0,P,-1,1,19,2,0.21428571428571427
1313,PA,S,1.0,P,1.0,2,NC,-1.0,P,-1,2,19,2,0.26666666666666666
1314,PD,N,0.0,P,1.0,2,NC,-1.0,H,-1,1,18,0,0.225
1315,PA,N,1.0,P,1.0,2,NC,-1.0,P,-1,2,19,1,0.23333333333333334
1316,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,4,19,2,0.32
1317,PA,S,0.0,P,1.0,2,NC,-1.0,H,-1,1,21,2,0.16666666666666666
1318,PB,S,1.0,P,1.0,1,NC,1.0,D,3,0,20,2,0.08
1319,PA,N,1.0,A,1.0,1,NC,-1.0,H,-1,5,20,2,0.43333333333333335
1320,PB,N,1.0,A,1.0,2,NC,-1.0,H,-1,5,21,1,0.44
1321,PC,S,1.0,A,1.0,2,NC,-1.0,D,-1,7,19,2,0.4642857142857143
1322,PA,N,1.0,A,1.0,2,NC,-1.0,P,-1,3,20,1,0.23333333333333334
1323,PC,S,1.0,P,1.0,1,N,4.0,D,2,1,18,0,0.25
1324,PA,N,0.0,P,1.0,2,NC,-1.0,H,-1,0,21,1,0.1
1325,PD,S,0.0,A,1.0,1,NC,-1.0,D,2,4,18,0,0.275
1326,PD,N,1.0,P,1.0,2,NC,-1.0,D,-1,0,20,1,0.225
1327,PA,S,2.0,A,1.0,1,NC,-1.0,H,-1,2,20,1,0.13333333333333333
1328,PD,S,0.0,P,1.0,2,NC,-1.0,P,-1,2,20,2,0.15
1329,PD,N,1.0,A,1.0,2,NC,-1.0,H,-1,8,19,1,0.4
1330,PA,N,1.0,P,1.0,1,NC,1.0,P,1,0,21,2,0.16666666666666666
1331,PA,S,2.0,P,2.0,1,NC,-1.0,P,-1,1,20,1,0.16666666666666666
1332,PA,N,0.0,P,1.0,2,NC,-1.0,D,3,0,20,2,0.0
1333,PA,S,0.0,P,1.0,1,NC,-1.0,H,-1,0,18,0,0.03333333333333333
1334,PA,S,1.0,P,1.0,2,NC,-1.0,H,-1,1,18,0,0.16666666666666666
1335,PA,S,0.0,P,1.0,2,NC,-1.0,H,-1,0,20,1,0.06666666666666667
1336,PC,N,2.0,P,1.0,2,NC,-1.0,P,-1,1,19,2,0.21428571428571427
1337,PE,S,1.0,P,1.0,2,NC,2.0,P,3,1,20,2,0.3333333333333333
1338,PA,N,2.0,A,1.0,2,NC,2.0,H,2,2,18,0,0.13333333333333333
1339,PC,S,1.0,P,6.0,2,NC,-1.0,D,-1,1,18,0,0.14285714285714285
1340,PD,N,2.0,P,1.0,2,NC,-1.0,H,-1,0,21,1,0.05
1341,PD,S,2.0,P,1.0,1,NC,-1.0,H,-1,1,20,1,0.15
1342,PA,S,2.0,P,1.0,2,NC,-1.0,D,-1,2,19,2,0.26666666666666666
1343,PD,S,1.0,A,1.0,2,NC,-1.0,P,-1,4,19,1,0.2
1344,PC,N,2.0,A,1.0,2,NC,-1.0,H,-1,4,20,1,0.25
1345,PA,S,1.0,P,1.0,2,NC,-1.0,H,-1,1,18,0,0.23333333333333334
1346,PA,N,2.0,A,1.0,1,NC,1.0,D,-1,5,19,2,0.4
1347,PA,N,1.0,P,1.0,2,NC,1.0,D,2,1,21,2,0.1
1348,PD,S,0.0,A,1.0,1,NC,-1.0,H,-1,3,20,2,0.175
1349,PA,S,1.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.26666666666666666
1350,PA,S,1.0,A,1.0,1,NC,1.0,H,1,4,21,2,0.23333333333333334
1351,PC,N,1.0,P,1.0,2,NC,-1.0,P,-1,1,20,1,0.21428571428571427
1352,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,5,21,1,0.36666666666666664
1353,PD,S,1.0,A,1.0,2,NC,2.0,P,1,5,19,1,0.25
1354,PE,S,1.0,A,1.0,1,NC,1.0,P,3,1,20,1,0.13333333333333333
1355,PD,N,0.0,P,1.0,1,NC,-1.0,H,-1,1,19,2,0.1
1356,PB,N,1.0,P,1.0,1,NC,2.0,H,3,1,20,2,0.2
1357,PE,S,2.0,A,1.0,1,NC,-1.0,D,-1,3,18,0,0.4666666666666667
1358,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,2,18,0,0.16666666666666666
1359,PA,S,2.0,P,1.0,2,NC,1.0,D,-1,0,19,2,0.06666666666666667
1360,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,0,18,0,0.06666666666666667
1361,PC,S,1.0,P,1.0,2,NC,-1.0,D,-1,0,28,6,0.07142857142857142
1362,PC,S,1.0,A,1.0,2,NC,-1.0,P,3,1,20,1,0.10714285714285714
1363,PA,S,0.0,P,2.0,1,NC,1.0,D,1,2,19,1,0.23333333333333334
1364,PA,S,2.0,A,1.0,1,NC,-1.0,P,3,5,19,2,0.36666666666666664
1365,PA,S,0.0,A,1.0,1,NC,2.0,D,-1,6,21,1,0.36666666666666664
1366,PD,S,1.0,A,1.0,2,NC,2.0,H,-1,7,20,1,0.375
1367,PA,N,0.0,A,1.0,2,NC,1.0,H,3,2,18,0,0.2
1368,PE,S,2.0,P,1.0,1,NC,1.0,H,3,1,19,2,0.3333333333333333
1369,PA,S,1.0,A,1.0,2,NC,-1.0,D,-1,4,19,1,0.2
1370,PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.26666666666666666
1371,PD,N,1.0,A,1.0,2,NC,-1.0,H,-1,11,20,2,0.45
1372,PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,19,2,0.16666666666666666
1373,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,4,20,2,0.36666666666666664
1374,PE,S,1.0,A,1.0,1,NC,-1.0,D,-1,3,23,1,0.4
1375,PE,N,1.0,P,1.0,2,NC,-1.0,D,-1,0,21,2,0.06666666666666667
1376,PE,S,1.0,A,1.0,1,NC,-1.0,D,3,3,19,1,0.4666666666666667
1377,PA,N,2.0,A,1.0,2,NC,-1.0,D,2,7,18,0,0.4666666666666667
1378,PA,N,1.0,P,1.0,1,NC,-1.0,P,-1,0,21,1,0.03333333333333333
1379,PA,S,1.0,A,1.0,1,NC,-1.0,P,3,4,19,1,0.3333333333333333
1380,PA,S,1.0,P,1.0,1,NC,-1.0,D,3,0,18,0,0.03333333333333333
1381,PA,N,2.0,P,1.0,1,NC,-1.0,P,-1,1,21,2,0.16666666666666666
1382,PC,S,0.0,A,1.0,1,NC,-1.0,P,-1,5,18,0,0.2857142857142857
1383,PB,N,0.0,A,1.0,2,NC,-1.0,H,-1,8,19,2,0.52
1384,PA,S,1.0,P,1.0,2,NC,-1.0,P,3,1,21,2,0.26666666666666666
1385,PA,N,1.0,A,1.0,2,NC,3.0,H,3,3,19,1,0.3
1386,PA,S,0.0,P,1.0,2,N,1.0,H,1,1,19,1,0.16666666666666666
1387,PA,N,1.0,P,1.0,2,NC,-1.0,H,-1,0,20,1,0.0
1388,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,2,18,0,0.16666666666666666
1389,PA,N,0.0,P,1.0,2,NC,1.0,D,2,0,19,1,0.06666666666666667
1390,PA,N,1.0,P,1.0,2,NC,-1.0,D,-1,1,19,2,0.16666666666666666
1391,PA,S,0.0,P,1.0,2,NC,-1.0,H,3,0,20,2,0.06666666666666667
1392,PB,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,21,2,0.24
1393,PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,2,18,0,0.13333333333333333
1394,PA,S,1.0,P,1.0,2,NC,-1.0,H,-1,1,21,2,0.26666666666666666
1395,PD,N,0.0,P,1.0,1,NC,-1.0,D,-1,1,21,2,0.175
1396,PD,N,1.0,P,1.0,2,NC,-1.0,D,-1,1,19,2,0.2
1397,PA,S,1.0,P,1.0,1,NC,-1.0,D,3,0,21,1,0.13333333333333333
1398,PA,N,0.0,A,1.0,2,NC,-1.0,P,-1,8,18,0,0.4666666666666667
1399,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,0,21,2,0.0
1400,PA,N,1.0,P,1.0,2,NC,2.0,D,3,0,18,0,0.06666666666666667
1401,PA,S,2.0,A,1.0,2,NC,-1.0,P,-1,3,21,1,0.23333333333333334
1402,PB,N,1.0,A,1.0,1,NC,-1.0,P,-1,2,20,2,0.2
1403,PD,S,2.0,A,1.0,1,NC,-1.0,P,-1,7,19,1,0.3
1404,PD,S,0.0,A,1.0,1,NC,1.0,D,1,7,19,2,0.35
1405,PA,N,2.0,P,1.0,2,NC,-1.0,D,-1,1,19,1,0.23333333333333334
1406,PC,N,1.0,P,1.0,2,NC,1.0,P,-1,1,18,0,0.25
1407,PD,N,2.0,P,1.0,1,NC,1.0,H,3,0,21,1,0.025
1408,PA,S,1.0,P,1.0,2,NC,-1.0,P,-1,0,19,2,0.0
1409,PB,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,21,2,0.28
1410,PB,S,2.0,A,1.0,1,NC,-1.0,P,-1,6,18,0,0.48
1411,PA,S,1.0,P,1.0,1,NC,-1.0,D,2,0,20,2,0.16666666666666666
1412,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,9,20,2,0.5
1413,PA,S,2.0,P,1.0,2,NC,-1.0,H,-1,0,21,2,0.13333333333333333
1414,PA,S,1.0,P,1.0,2,NC,1.0,P,2,0,21,1,0.1
1415,PA,S,2.0,P,1.0,2,NC,-1.0,D,-1,1,20,2,0.26666666666666666
1416,PB,S,1.0,P,1.0,1,NC,-1.0,H,-1,1,21,2,0.2
1417,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,3,18,0,0.16666666666666666
1418,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,4,21,1,0.26666666666666666
1419,PE,S,0.0,A,1.0,1,NC,-1.0,D,-1,3,19,1,0.4666666666666667
1420,PA,S,1.0,A,1.0,2,NC,-1.0,H,3,5,19,2,0.3333333333333333
1421,PA,N,1.0,P,1.0,1,NC,-1.0,P,3,0,19,2,0.1
1422,PB,N,0.0,A,2.0,1,NC,1.0,H,1,7,20,1,0.52
1423,PA,N,1.0,P,1.0,2,NC,-1.0,D,-1,0,19,2,0.2
1424,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,4,20,1,0.3333333333333333
1425,PA,S,2.0,P,1.0,1,NC,1.0,D,3,0,20,2,0.23333333333333334
1426,PA,N,0.0,A,1.0,1,NC,2.0,P,1,7,18,0,0.5
1427,PB,S,0.0,A,1.0,1,NC,-1.0,D,-1,2,20,1,0.24
1428,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,6,19,2,0.4
1429,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,2,21,1,0.16666666666666666
1430,PD,S,1.0,P,1.0,1,NC,-1.0,D,-1,2,20,2,0.3
1431,PA,S,1.0,P,1.0,1,NC,-1.0,D,-1,0,21,1,0.03333333333333333
1432,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,4,19,2,0.3
1433,PA,S,1.0,A,1.0,2,NC,-1.0,P,3,8,18,0,0.43333333333333335
1434,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,20,1,0.16666666666666666
1435,PC,N,2.0,P,1.0,1,NC,1.0,D,1,1,19,2,0.2857142857142857
1436,PE,S,1.0,A,1.0,1,NC,1.0,P,3,3,18,0,0.4
1437,PA,S,0.0,A,1.0,1,NC,1.0,H,3,3,18,0,0.13333333333333333
1438,PD,S,1.0,A,1.0,1,NC,-1.0,P,3,6,20,1,0.425
1439,PA,S,2.0,A,1.0,1,NC,-1.0,P,3,3,20,1,0.16666666666666666
1440,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,8,19,2,0.4666666666666667
1441,PA,S,2.0,A,1.0,2,NC,-1.0,P,3,4,20,2,0.23333333333333334
1442,PC,S,1.0,A,1.0,2,NC,1.0,H,-1,4,21,2,0.21428571428571427
1443,PA,N,0.0,A,1.0,1,NC,-1.0,H,-1,6,20,1,0.4
1444,PB,S,1.0,A,1.0,2,NC,-1.0,H,-1,2,19,1,0.16
1445,PA,N,1.0,P,1.0,2,NC,1.0,D,-1,1,18,0,0.26666666666666666
1446,PA,S,0.0,A,1.0,2,NC,-1.0,P,-1,5,20,2,0.3333333333333333
1447,PA,N,2.0,P,1.0,2,NC,-1.0,P,-1,0,21,1,0.16666666666666666
1448,PE,S,2.0,P,1.0,1,NC,-1.0,P,-1,0,21,1,0.13333333333333333
1449,PA,S,0.0,P,1.0,1,NC,-1.0,D,-1,1,21,2,0.23333333333333334
1450,PA,S,0.0,A,1.0,2,NC,-1.0,D,-1,1,19,1,0.1
1451,PC,N,2.0,P,1.0,2,NC,-1.0,D,-1,1,19,1,0.21428571428571427
1452,PC,N,0.0,P,3.0,1,NC,-1.0,H,2,0,20,2,0.17857142857142858
1453,PA,N,0.0,A,1.0,1,NC,-1.0,D,-1,3,19,2,0.2
1454,PA,S,0.0,P,1.0,2,NC,-1.0,P,-1,0,18,0,0.06666666666666667
1455,PA,N,0.0,P,1.0,2,NC,-1.0,D,-1,1,20,1,0.13333333333333333
1456,PA,S,0.0,A,1.0,2,N,4.0,D,2,6,21,1,0.36666666666666664
1457,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,6,18,0,0.3333333333333333
1458,PD,N,0.0,P,1.0,1,NC,-1.0,D,-1,2,19,1,0.25
1459,PA,N,0.0,P,1.0,1,NC,-1.0,D,-1,1,19,2,0.26666666666666666
1460,PA,S,2.0,A,1.0,1,NC,-1.0,D,3,3,21,1,0.16666666666666666
1461,PE,S,1.0,A,1.0,2,NC,-1.0,H,-1,2,21,1,0.4
1462,PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,8,18,0,0.4666666666666667
1463,PA,N,1.0,P,1.0,2,NC,-1.0,H,2,2,18,0,0.23333333333333334
1464,PB,N,0.0,A,1.0,1,NC,3.0,D,-1,2,19,1,0.2
1465,PA,S,1.0,P,1.0,1,NC,-1.0,H,1,2,19,2,0.26666666666666666
1466,PA,S,1.0,A,1.0,1,NC,-1.0,H,3,3,21,1,0.23333333333333334
1467,PD,S,1.0,P,1.0,2,NC,1.0,D,-1,2,18,0,0.25
1468,PA,N,2.0,A,1.0,2,NC,-1.0,H,-1,8,20,2,0.4666666666666667
1469,PB,N,1.0,P,1.0,2,NC,-1.0,P,3,0,19,1,0.24
1470,PA,S,2.0,A,1.0,2,NC,-1.0,D,-1,4,19,2,0.23333333333333334
1471,PC,S,1.0,A,1.0,1,NC,4.0,H,3,6,20,1,0.35714285714285715
1472,PC,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,20,2,0.17857142857142858
1473,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,20,1,0.23333333333333334
1474,PB,S,2.0,P,1.0,1,NC,-1.0,H,-1,0,18,0,0.04
1475,PA,N,2.0,P,1.0,1,NC,-1.0,D,3,1,20,2,0.3
1476,PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,3,21,2,0.3
1477,PA,N,1.0,P,1.0,2,NC,2.0,H,1,0,18,0,0.0
1478,PA,S,1.0,A,1.0,2,NC,1.0,D,2,5,19,2,0.26666666666666666
1479,PA,S,0.0,A,1.0,1,N,1.0,P,1,8,21,2,0.4
1480,PA,N,1.0,P,1.0,2,NC,-1.0,P,-1,1,18,0,0.26666666666666666
1481,PC,S,2.0,A,1.0,2,NC,-1.0,H,-1,6,20,2,0.39285714285714285
1482,PD,S,1.0,A,1.0,2,NC,-1.0,D,1,9,20,2,0.425
1483,PB,S,0.0,A,1.0,2,NC,-1.0,H,-1,2,18,0,0.2
1484,PC,S,1.0,P,1.0,2,N,1.0,P,2,0,21,1,0.14285714285714285
1485,PA,N,2.0,P,1.0,2,N,2.0,D,2,0,21,1,0.03333333333333333
1486,PA,S,0.0,A,1.0,2,NC,2.0,H,1,4,19,2,0.36666666666666664
1487,PD,N,1.0,P,1.0,2,NC,1.0,H,2,0,18,0,0.1
1488,PD,S,2.0,A,1.0,2,NC,2.0,P,1,3,18,0,0.2
1489,PA,S,1.0,P,1.0,2,NC,-1.0,H,1,0,19,1,0.13333333333333333
1490,PA,S,1.0,P,1.0,1,NC,2.0,H,1,1,18,0,0.2
1491,PA,N,0.0,P,1.0,1,NC,-1.0,D,-1,0,21,1,0.06666666666666667
1492,PB,S,1.0,P,1.0,1,NC,-1.0,H,-1,1,19,1,0.2
1493,PA,S,0.0,A,1.0,2,NC,-1.0,P,-1,4,20,1,0.26666666666666666
1494,PD,S,0.0,A,1.0,1,NC,1.0,D,3,3,19,1,0.15
1495,PD,S,0.0,A,1.0,1,NC,-1.0,D,-1,3,19,2,0.15
1496,PA,N,1.0,P,1.0,2,NC,-1.0,D,-1,1,20,2,0.3
1497,PD,N,0.0,A,1.0,2,NC,-1.0,D,-1,5,18,0,0.35
1498,PA,N,2.0,A,1.0,1,NC,-1.0,D,-1,5,19,2,0.5
1499,PA,S,1.0,P,1.0,2,NC,-1.0,H,-1,1,19,2,0.26666666666666666
1500,PC,S,2.0,P,1.0,1,NC,-1.0,D,-1,0,18,0,0.10714285714285714
1501,PA,N,0.0,P,1.0,1,NC,-1.0,D,3,2,21,2,0.23333333333333334
1502,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,20,1,0.2
1503,PE,N,1.0,P,1.0,2,NC,-1.0,H,-1,0,24,2,0.06666666666666667
1504,PA,N,1.0,P,1.0,1,NC,1.0,D,3,0,20,2,0.0
1505,PA,S,0.0,A,1.0,1,NC,1.0,D,-1,4,19,1,0.3
1506,PA,S,1.0,P,1.0,1,NC,-1.0,H,-1,1,18,0,0.13333333333333333
1507,PE,N,1.0,P,1.0,2,NC,-1.0,D,-1,0,20,1,0.0
1508,PE,N,2.0,P,1.0,1,NC,-1.0,H,-1,0,19,2,0.2
1509,PE,S,0.0,A,1.0,2,NC,-1.0,P,-1,4,19,1,0.4
1510,PE,S,0.0,A,1.0,2,NC,-1.0,P,-1,2,19,2,0.26666666666666666
1511,PE,N,0.0,P,1.0,1,NC,4.0,P,-1,0,18,0,0.13333333333333333
1512,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,3,20,2,0.26666666666666666
1513,PD,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,21,1,0.225
1514,PC,N,0.0,A,1.0,1,NC,2.0,H,1,5,21,2,0.4642857142857143
1515,PB,S,0.0,P,1.0,2,NC,-1.0,P,1,3,19,1,0.32
1516,PA,N,2.0,P,1.0,1,NC,1.0,D,-1,1,20,1,0.26666666666666666
1517,PB,N,1.0,P,1.0,1,N,1.0,D,1,1,18,0,0.28
1518,PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,5,18,0,0.43333333333333335
1519,PC,S,1.0,A,1.0,1,N,4.0,D,1,6,20,2,0.39285714285714285
1520,PD,S,0.0,A,1.0,1,NC,-1.0,P,-1,5,18,0,0.25
1521,PA,N,0.0,P,1.0,2,NC,4.0,H,1,0,20,2,0.0
1522,PC,S,0.0,A,1.0,2,NC,-1.0,D,-1,5,19,1,0.35714285714285715
1523,PC,S,1.0,P,1.0,2,NC,2.0,H,2,1,21,2,0.14285714285714285
1524,PA,S,1.0,A,1.0,2,NC,4.0,D,1,7,20,2,0.36666666666666664
1525,PB,S,1.0,P,1.0,1,NC,4.0,P,-1,1,18,0,0.24
1526,PC,S,1.0,A,1.0,2,NC,-1.0,D,-1,4,19,1,0.25
1527,PA,N,1.0,A,1.0,2,NC,4.0,H,1,6,21,2,0.4666666666666667
1528,PA,S,1.0,A,1.0,1,NC,2.0,H,3,7,21,2,0.4666666666666667
1529,PA,S,1.0,A,1.0,1,NC,2.0,D,-1,3,21,1,0.16666666666666666
1530,PB,S,2.0,P,1.0,2,NC,-1.0,H,3,1,19,2,0.2
1531,PA,S,0.0,P,1.0,2,NC,-1.0,H,3,2,18,0,0.26666666666666666
1532,PB,N,2.0,P,1.0,1,NC,1.0,H,-1,0,18,0,0.16
1533,PA,S,0.0,A,1.0,2,NC,-1.0,D,-1,8,19,1,0.4666666666666667
1534,PE,N,1.0,P,1.0,2,NC,-1.0,P,-1,1,20,2,0.26666666666666666
1535,PA,S,2.0,A,1.0,1,NC,-1.0,H,1,2,19,1,0.13333333333333333
1536,PA,S,2.0,A,1.0,1,NC,2.0,D,-1,4,19,1,0.2
1537,PA,S,1.0,P,1.0,1,NC,2.0,D,1,1,18,0,0.26666666666666666
1538,PB,S,0.0,A,1.0,2,NC,1.0,H,-1,4,21,1,0.28
1539,PC,N,0.0,P,1.0,1,NC,-1.0,H,3,0,18,0,0.0
1540,PD,N,0.0,A,1.0,1,NC,1.0,H,3,7,20,1,0.35
1541,PA,S,1.0,A,6.0,1,NC,-1.0,H,-1,4,20,1,0.4
1542,PC,N,2.0,P,1.0,2,NC,-1.0,H,-1,0,21,7,0.17857142857142858
1543,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,5,18,0,0.26666666666666666
1544,PA,N,1.0,P,1.0,2,NC,2.0,D,-1,1,21,2,0.13333333333333333
1545,PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,3,19,1,0.26666666666666666
1546,PA,S,1.0,P,1.0,1,NC,-1.0,H,3,1,18,0,0.1
1547,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,21,2,0.23333333333333334
1548,PA,N,1.0,A,1.0,1,NC,1.0,D,3,8,21,2,0.4666666666666667
1549,PC,N,0.0,A,1.0,2,NC,1.0,P,-1,6,21,2,0.4642857142857143
1550,PA,N,0.0,A,1.0,1,NC,-1.0,H,-1,5,20,1,0.3333333333333333
1551,PA,N,2.0,P,1.0,2,NC,-1.0,D,-1,0,19,2,0.0
1552,PA,N,1.0,A,1.0,2,NC,1.0,P,-1,6,21,1,0.43333333333333335
1553,PA,S,1.0,A,1.0,2,NC,-1.0,P,3,4,19,1,0.23333333333333334
1554,PB,S,1.0,A,1.0,1,NC,-1.0,D,3,6,21,1,0.48
1555,PA,N,1.0,P,1.0,1,NC,1.0,D,-1,1,21,2,0.3
1556,PB,S,1.0,P,1.0,2,NC,1.0,D,-1,0,21,1,0.04
1557,PA,N,0.0,A,1.0,1,NC,-1.0,D,-1,5,18,0,0.43333333333333335
1558,PA,N,0.0,P,1.0,2,NC,-1.0,D,3,1,18,0,0.16666666666666666
1559,PC,S,1.0,A,1.0,1,NC,-1.0,H,2,2,21,1,0.17857142857142858
1560,PC,N,1.0,P,1.0,1,NC,4.0,H,1,1,19,1,0.21428571428571427
1561,PC,N,2.0,A,1.0,1,NC,-1.0,H,-1,3,21,1,0.21428571428571427
1562,PA,S,1.0,A,1.0,1,NC,4.0,H,1,6,21,1,0.36666666666666664
1563,PB,S,2.0,P,1.0,1,NC,1.0,P,3,1,18,0,0.28
1564,PA,S,2.0,A,1.0,1,NC,-1.0,D,1,3,20,1,0.23333333333333334
